,conv_id,context,prompt,speaker_utterance,listener_utterance,empathy,pred,empathy_red
2961,hit:3897_conv:7794,faithful,A girl hit on me at an event_comma_ but I've got a girlfriend. Not interested.,Yea_comma_ I do not understand people who stray when you have already got a good thing.,Exactly_comma_  People just want what they cant have.  such a bad human trait.,3,3,3
2962,hit:4648_conv:9296,anxious,when i was getting ready to move and take a drive across the usa,I was so nervous and ready to start my move. It was such a long drive. ,Did you get it done,1,1,1
2963,hit:6023_conv:12047,trusting,Someone scammed me.,Yup_comma_ I gave him $100_comma_000 up front.,Haha_comma_ that was not very wise.,1,1,1
2966,hit:7876_conv:15752,nostalgic,I miss being young and living at home with my parents. They really spoiled me. Now I have to work for a living_comma_ ugh!,I really miss when I was young and living at home with my parents. They spoiled me.,I am sorry that you are missing them.Maybe you can go home and see them soon?,3,3,3
2967,hit:5528_conv:11057,surprised,Our coworker who has been with us for over 20 years just quit out of the blue.,Our coworker who has been with us for over 20 years just quit out of the blue.,Oh no_comma_ I hate to heart that. I hope everything is okay.,3,3,3
2968,hit:11019_conv:22039,furious,They arrested 9 people at a nearby farm for animal cruelty and they are already out on bond!,They arrested 9 people at a nearby farm for animal cruelty and they are already out of jail on bond!,Oh_comma_ that is not right. I have a rescue dog_comma_ she had a litter of puppies at a puppy mill before she was a year.,3,3,3
2969,hit:8095_conv:16191,excited,Next month my wife and I are taking our first vacation together. We have been saving a long time for this.,We are going to Hawaii for a whole week. We have saved a long time to be able to afford this_comma_ I can barely wait till next month.,That sounds like you guys will spend a lovely time over there good luck,3,3,3
2971,hit:6775_conv:13550,terrified,One day there were terrible tornado's in our city! It destroyed homes and a school_comma_ and I was so petrified and fearful it would come by our home as well!,Some time ago_comma_ there was a terrible tornado that came through my city. It destroyed many homes_comma_ a school and some people died. I was so fearful and petrified it would come by our home and destroy it_comma_ or harm my familY!,I am glad you were safe. Tornados are not a fun thing to experience.,3,3,3
2972,hit:10445_conv:20890,anticipating,the questions  i knew they would be coming up,I did so well in that biology exam haha_comma_ i anticipated those questions to come up i was so ready,Good for you. Being prepared is always better than the alternative.,3,3,3
2973,hit:4275_conv:8551,trusting,I leave my car unlocked. I'm not worried about it getting stolen. ,I live in a big city but I leave my car unlock. I am really not that concerned about it getting stolen.,I live in a small town with no car.,1,1,1
2974,hit:2485_conv:4971,annoyed,I can't seem to keep any weight off. My friends can keep whatever they want and not gain anything! I am so frustrated...,I think it has something to do with my metabolism. Not really sure to be honest.,Perhaps talking to your doctor would be a good idea?,3,3,3
2975,hit:2510_conv:5020,anticipating,I cant wait for the new NFL season to start,I cant wait for the new NFL season to start,When does it start?,3,3,3
2976,hit:3987_conv:7974,nostalgic,I saw an ad for Disneyland and I remembered the first time I had ever been there. I was just a little kid_comma_ but I loved it,Splash Mountain_comma_ of course :D I was maybe 9 or 10_comma_ and I have only been once,Ha! I hear you on that. I also loved the Matterhorn! And the Haunted House. We used to spend summers in Tucson with my grandparents_comma_ and they would drive us to Disneyland every year ;-),3,3,3
2978,hit:8097_conv:16195,excited,I can't wait for my new laptop to arrive.,I cannot wait for my new laptop to arrive,I bet your so excited! I just got one last month too and it makes my life so much easier!,3,3,3
2982,hit:4956_conv:9913,guilty,I fell bad about myself,I fell bad about myself because I voted on Trump for president and I regret immensaly ,Oh well_comma_ you cant go back and change it now,1,1,1
2983,hit:4315_conv:8631,surprised,I can't believe that Robin Williams died.,I really enjoyed his movies_comma_ especially the movie Mrs. Doubtfire.,That was a great movie!,3,3,3
2984,hit:11986_conv:23972,guilty,One day I was a bit short on cash so I didn't give a homeless man any money. I felt really bad_comma_ as I always try to give something to those that are in need.,Well_comma_ homeless people are not common in my area_comma_ so that is why I felt a bit bad about it.,It is hard to see people and not be able to help. You seem really giving!,3,3,3
2986,hit:11017_conv:22034,apprehensive,I got a call about a job offer back in late May this year. I wasn't sure if I wanted to try and interview for it it since seemed like just another in a long list of jobs I'd applied to. But in the end I decided that it was better than being unemployed_comma_ so I went for it. I won over the recruiter in the phone interview_comma_ and was hired the same day!,I had been unemployed for a long time until earlier this year. I originally was not sure if I was going to even interview for the position I did_comma_ but I am glad I decided to. I got a call in late may from a merchandising company. I went back and forth in my mind after being rejected from many interviews over the past couple years. In the end I went for it_comma_ the interviewer liked what I had to say_comma_ and I was hired the same day! I have been working there ever since.,Congratulations! That is awesome. Sometimes it is scary to risk rejection_comma_ but it sounds like it totally paid off in this case.,3,3,3
2988,hit:11426_conv:22853,disgusted,I found a dead racoon in my shed. I must have been there for a few weeks,I got a bag to clean up the body and i buried him_comma_,Aww. I wonder how he died.. poor raccoon. Even if they are sneaky little creatures_comma_ it is pretty sad.,3,3,3
2989,hit:8357_conv:16714,nostalgic,I found some old pictures from when I was a kid.,I found some old pictures from when I was a kid.,what did you do with them?,2,2,3
2992,hit:3461_conv:6923,excited,i was upset when i couldnt go home on time,i was upset when i couldnt go home on time,oh no.. what happened?,2,2,3
2996,hit:1294_conv:2589,prepared,I am ready for my wedding day.,We had to pick flowers and cake.,That sounds like a lot of fun. What kind of cake did you select?,3,3,3
2997,hit:9120_conv:18241,surprised,I couldn't believe it when I walked outside and got pooped on by a bird. I went home and took a shower. Now I walk around with an umbrella.,I was walking down the street the other day and I felt something hit my head. I realized a bird had pooped on me! I was so shocked.,Now that is one of the most unfortunate things I have heard all week. How did you get it out of your hair? Eeww,3,3,3
2999,hit:1063_conv:2127,joyful,I felt so much wonder and awe when I went to the beach. I was surrounded by such profound beauty_comma_ and I spent my entire day swimming_comma_ sunbathing_comma_ and laughing with my partner. It made me so happy.,I went to the beach a few weeks ago_comma_ and it was great. The beach is so beautiful and serene ,I live near the beach_comma_ too! It really is great. Although I have been out of town for a while_comma_ so I have not been to it yet this summer. I am glad you got to go there.,3,3,3
3003,hit:8872_conv:17744,content,When my neighbors were away for a week I enjoyed a new lease of life. Peace and quiet_comma_ able to do what I wanted_comma_ when I wanted. It was lovely.,That blessed week was so peaceful and calming. Everything felt right in my world. Then they came back!,Glad you enjoyed that short period of peace. Maybe soon you will get new neighbors or you can get a better place.,3,3,3
3004,hit:11995_conv:23990,anxious,I shot a roll on 35mm film. I was very excited to see the results.,I shot a roll on 35mm film. I was very excited to see the results.,That sounds like fun. What were you taking pictures of? I did not know film existed anymore lol,3,3,3
3007,hit:3767_conv:7535,grateful,I was so thankful that my friend came to pick me up when my car broke down. She took me out to lunch while we waited for a tow truck.,I was so thankful that my friend came to pick me up when my car broke down yesterday!,I absolutely hate car trouble! It is the worst!  Thankful for friends that can help out in times like that - did you get it fixed?,3,3,3
3008,hit:11368_conv:22737,jealous,When my neighbour got a brand new car,Id love to have the same as his! Bright blue_comma_ but its so nice!,I bet. I cannot imagine anyone would mind having a car like that!,3,3,3
3011,hit:11732_conv:23465,proud,My son just took his first steps to start walking.,My son just started to take his first steps.,Wow! That is amazing. I remember when mine started. It is off to the races soon!,3,3,3
3014,hit:1887_conv:3774,hopeful,One day is ... One more day of learning_comma_ one more day to smile_comma_ one more day to give a hug_comma_ a day to make someone happy,today I think today is a day to learn_comma_ to hug_comma_ to smile_comma_ to make someone happy,Yes_comma_ realistically I wish it were possible to do that everyday but general stresses of life get in the way ,3,3,3
3015,hit:6287_conv:12575,sentimental,Tomorrow is my last day of work. I am going to miss my coworkers.,I am moving to a different state for my husband's job,Well_comma_ I suppose it will be a different experience. I am sure you will meet a bunch of new cool people.,3,3,3
3018,hit:1023_conv:2046,embarrassed,The first time I went on a date made me feel very awkward,WEll_comma_ I did not want to let my family know as my brother would annoy me about it. So the only clean clothes I had were like a tracksuit,Oh_comma_ well I am sure the date was just happy you were there!,3,3,3
3021,hit:10868_conv:21737,caring,We just welcomed a new puppy into the family. I love him already he has been such a great addition_comma_ I love looking after him.,We just got a new puppy! Our old dog passed away recently but this new one is such a pleasure to be around.,I am sorry to hear about your dog passing away. But_comma_ I am happy you have a new friend in the new one.,3,3,3
3022,hit:9945_conv:19890,lonely,I divorced my wife_comma_ I have no one to be with now.,I just could not stand her stealing all my money.,Well_comma_ then it seems like it was a good choice. Next time around you will know more what to look for before getting married. I hope you find someone that matches up better with you.,3,3,3
3024,hit:10265_conv:20530,caring,Even though someone wronged me_comma_ I still care about their well being,They were dishonest and physically cruel. We have gone our separate ways_comma_ but I truly hope they can learn to treat others better.,I am sorry hun_comma_ you deserve to be treated better than that. I hope you know that.,3,3,3
3025,hit:71_conv:142,lonely,I've been taking care of my aging mom for 5 years now and don't really have any friends_comma_ since so much time is used taking care of her.,Thank you. Cannot afford outside help unfortunatley. Yes. I have picked up exercising though.,Go to a walking path or park. Maybe to a dog park also. ,2,2,3
3026,hit:10119_conv:20238,apprehensive,Everyone wanted to go skydiving. But I was pretty sure my chute wouldn't release and I would plunge to the ground.,I am pretty sure that my greatest fear is my chute not releasing and plunging through the sky into the ground. Oh well you only live once.,haha_comma_ that is true but you can also live with your feet on the ground!,1,1,1
3027,hit:3443_conv:6886,excited, I am really looking forward to the new movie.,Yep I am excite after watching all the trailers and interviews! ,That has been fun,1,1,1
3029,hit:4400_conv:8801,caring,i saw a kid crying at the store that he wanted something_comma_ so i got it for him,yes it did...made his day,That is really nice. The world needs more people like you.,3,3,3
3030,hit:7135_conv:14270,prepared,I have done lots of research for an interview this week,It is with a homeless charity,Oh_comma_ very good_comma_ I work with a charity too,2,2,3
3032,hit:11352_conv:22704,surprised,i was excited about not having to cook tonight,my hubby is taking the family out,I hope you enjoy it! Where are you going ?,3,3,3
3033,hit:6835_conv:13670,lonely,Super sad today. It's the weekend pretty much and I have a hard time with loneliness on the weekends especially. I would prefer to skip over them during this time in my life.,Super sad today. It is the weekend pretty much and I have a hard time with loneliness on the weekends especially.,I am sorry. Maybe not focus as friday-sunday as the weekend_comma_ but as any other day. And do things you would normally do on other days.,3,3,3
3034,hit:3513_conv:7026,lonely,I moved out of my parents house and into my own apartment. It is very different without anyone around. It's too quiet.,I moved out of my parents house and into my own apartment.,that is really good! Huge step :) How do you like your new place?,3,3,3
3035,hit:10498_conv:20996,lonely,My husband was out of town getting our new puppy this weekend and my son stayed overnight with his grandparents. It was just my infant daughter and I for a couple days. I actually kind of felt alone because she goes to bed so early and I had nobody to hang out with or talk to. ,Exactly. We have an infant daughter_comma_ but she goes to bed so early that I had a lot of hours of doing nothing in particular. ,Thats the perfect time to just pamper yourself. I cherish those few hours every day!,3,3,3
3036,hit:5430_conv:10861,furious,When my cat broke my mothers urn I was so mad for the longest time. It hurt so much and mad me so mad,A while back my cat knocked over and broke my mothers urn.,Oh I am so sorry. Cats can be very mischievous sometimes. ,3,3,3
3037,hit:6101_conv:12202,jealous,I am jealous of my coworker_comma_ he is very smart and athletic,I am jealous of my coworker_comma_ he is very smart and athletic,Do not be jealous_comma_ instead_comma_ brush on your studying and start going to the gym.,2,2,3
3039,hit:6718_conv:13437,lonely,Recently_comma_ I was the only person in the office.  I had a large project to get done_comma_ and only talked to people on my way to the bathroom that day.,Yeah_comma_ everyone else was just gone.  It was nice for a while_comma_ but got a bit lonely.,Oh I see. That could make the time go slow also. ,1,1,1
3040,hit:7153_conv:14307,ashamed,My dog bit a lady's dress and almost laft her naked in the middle of the street,My dog bit a lady's dress_comma_ it made me feel very ashamed_comma_ she was almost naked in the street,That is quiet funny though,1,1,1
3041,hit:2093_conv:4187,joyful,My husband's grandmother came to visit us_comma_ we got to spend time together and go to the beach and aquarium with our kids. It was so nice.,My husband's grandma came to visit_comma_ we did all sorts of fun activities at the beach and aquarium.,Oh wow! that sounds like fun. What was your favorite part of the visit?,3,3,3
3043,hit:2969_conv:5939,content,I am pretty thankful to have family living close,I do feel lucky.. I am sorry that your family is not as close,We see each other once a year.,1,1,1
3044,hit:6579_conv:13159,furious,My dog chewed my favorite pair of shoes last week I was so irate with her.,My dog chewed my favorite pair of shoes up last week.,Oh no! Did you scold him?,2,2,3
3047,hit:3808_conv:7616,proud,my niece defended her self,there was this little boy that kept picking on my little niece one day my niece fought back_comma_ she got her tooth knocked out but im glad she finally defended her self,aw poor thing. did she get in trouble with the school?,3,3,3
3050,hit:4705_conv:9411,anticipating,waiting for my house to sell ,My house is in closing right now_comma_ should be a few more weeks but it feels like forever. I cant wait. ,i know how that feels,2,2,3
3052,hit:9404_conv:18808,afraid,I'm going skydiving in a few days. I've never been before so I'm quite nervous about it,I am going skydiving in a few days,Is this your first time? I know that is something that I would even ever consider. My fear of heights would render me completely lifeless. So are you doing the real skydiving or in one of these indoor skydiving places?,3,3,3
3053,hit:7283_conv:14567,annoyed,i was irked when i couldnt get the day off,too much work to have time off approved ,That is disappointing.,2,2,3
3056,hit:10932_conv:21864,sentimental,I went to the pount to find a new dog and i felt sorry for all of the dogs. They were so cute and nice but no one wanted them. ,That would be a lot of dog food,It would definitely be hard.  I feel bad for them being in cages.,3,3,3
3063,hit:3731_conv:7462,apprehensive,I was having a test today. This one was for my graduation.,It was fine and now I will be able to graduate!,congrats! that is amazing news.,3,3,3
3064,hit:2149_conv:4298,anticipating,I am starting off at a new school next month. I don't know anyone and I am so nervous.,No. It is highschool. I do not know anyone. I am pretty nervous.,Oh man! I bet you are! Just remember to be confident in yourself and you will do fine! Do not let trolls to you either,3,3,3
3065,hit:2057_conv:4115,angry,I am so mad at the republicans.,It is mostly Trump.I am mad because they will not stand up to Trump.,Yeah they feed off of his crazy I think.,1,1,1
3068,hit:2581_conv:5163,sentimental,I remember when my mom would make Thanksgiving dinner.  It meant so much to me.,It meant so much to me.,Aw_comma_ well that is good that it did. I am sure she wanted it to be!,3,3,3
3074,hit:2175_conv:4350,proud,I am really happy with my daughters' musical ability,yes_comma_ I am a guitar player,Awesome! What do you hope for their future?,3,3,3
3077,hit:11098_conv:22196,impressed,When my son was 14_comma_ he got a back belt in Karate. He had to work really hard for that.,Yes_comma_ it has been some years not_comma_ but I really was. He was in Karate for 8 years at that time.,I see. It was many years of work. I guess his classmates were afraid o him_comma_ not everybody is black belt so young.,3,3,3
3082,hit:5279_conv:10559,proud,My son just graduated college. He has worked so hard for this.,My son just graduated college.,Congrats on getting him that far! What did he study?,3,3,3
3083,hit:6781_conv:13562,lonely,When my boyfriend left me for another woman on Valentine's Day_comma_ that really sucked being left all alone.,I know_comma_ right! So instead of going out to the fancy restaurant I would booked for us_comma_ I spent the night on the couch watching Friends reruns. Alone.,Oh_comma_ well I am sorry_comma_ that is definitely an unpleasant Valentine's day. But_comma_ on the positive side_comma_ at least you found out what a jerk he was before you became more committed.,3,3,3
3084,hit:1607_conv:3215,grateful,Got and A today on my Real estate exam,Aced my Real Estate Exam today. Now I am licensed in two states.,Congratulations. I bet you are happy!,3,3,3
3085,hit:8236_conv:16473,anticipating,When I'm in a nightclub and I see a bunch of cute girls I try not to start hitting on all of them at the same time...I wait til the one who's been dancing the craziest and most sensual finishes dancing then I start chatting her up after,When I see a bunch of cute girls dancing at the club I try not to start hitting on all of them at the same time...I wait til the one who is been dancing the craziest and most sensual finishes dancing then I start chatting her up after,Oh_comma_ how do they go for that?,1,1,1
3087,hit:7024_conv:14048,caring,My mom has been lonely with my dad gone. I go and stay the weekend with her at least once a month now to make her feel better.,what?,I am so sorry to hear that do you try andspend a lot of time with her so she does not feel that way?,3,3,3
3089,hit:4311_conv:8622,content,I am lucky to have a decent paying job,I am lucky to have a decent paying job,That is really good. In this economic climate it is good to have something like that to count on. What do you do?,3,3,3
3092,hit:4037_conv:8074,lonely,I just moved to a new city. I do not know anyone here and there is nothing to do.,I just moved to a new city for my job.,That is great! How does that make you feel?,3,3,3
3093,hit:6076_conv:12152,afraid,im worried about an upcoming test,im worried about an upcoming test,What is the test on? Have you prepared for it? I bet you will do better than you think!,3,3,3
3096,hit:3526_conv:7053,lonely,I feel alone whenever i think about my dad.. He passed away last year.,yeah.. i know.. memories still haunt though..,Take joy and pride in the memories you have of him.  They are your personal family movies in your mind.  Cherish them because not everyone gets them with their parents.  Its good to find support and counseling too if you need it. Take care of yourself.,3,3,3
3098,hit:9762_conv:19525,embarrassed,Third day of school and we were so late. I felt terrible,Today was the third day of school and we were late,why is that?,1,1,1
3099,hit:6266_conv:12532,afraid,there have been many instances of attempted abduction in my area. i hate when my wife and son are out without me,yeah tell me about it_comma_ bunch of creeps around here,yea thats a lot of places now.. ,2,2,3
3100,hit:5657_conv:11315,prepared,I am hosting a dinner party for friends tomorrow_comma_ and I think I have everything ready.,Thank you very much. I believe that I have gotten everything ready for it. Fingers crossed.,I am sure it will go well! What are you cooking?,3,3,3
3101,hit:5541_conv:11083,disappointed,I felt this way when I did not get the promotion at work that I worked so hard for.,I did not get the promotion I work hard for at work.,Me neither_comma_ how do you feel about it?,2,2,3
3102,hit:4773_conv:9547,hopeful,I am very positive about the democrats in November,Good for you_comma_ less stress in your life,not really. I am a felon. I do not get to vote. So I have no representation. That makes me a Subject of the YOU.S._comma_ instead of a citizen.,3,3,3
3104,hit:4937_conv:9874,prepared,I am so glad that we took precautions and evacuated for Hurricane Harvey_comma_ even though our area was spared. We had enough food and water stocked up and we moved inland just in case. ,I am very glad we headed the warnings and evacuated prior to Hurricane Harvey.,That must have been scary. It is always better to be safe in a situation like that.,3,3,3
3105,hit:14675_conv:21351,terrified,I am terrified of the sea. I hate sharks,I hate sharks and not knowing what is down there in the deep blue sea. the thought of being stranded in the ocean terrifies me,Yeah_comma_ I can relate to that. I hate feeling like I do not know what dangerous marine life could be around me.,3,3,3
3106,hit:4130_conv:8260,disgusted,I can't believe I let my boyfriend order the pizza for us. Nine years and he doesn't know what I like on a pizza?,I think I am going to break up with him. Nine years and last week he ordered a pizza for us covered in black olives.,That seems very trivial but do you mean that he still does not seem to know you?,3,3,3
3107,hit:11760_conv:23521,guilty,I spent this entire summer thinking I was going to lose weight_comma_ that I was going to be good on my diet and workout. I did neither. I stayed inside_comma_ played video games_comma_ ate horribly_comma_ and got grumpy ate everybody who reminded me of my promise. Now winter is coming and it's going to be even harder to motivate myself. ,I had never heard that phrase before_comma_ but I like it. Yeah_comma_ I am throwing myself a big pity party right now. It is all my own fault though_comma_ no one else to blame. My wife tries to cook healthy meals_comma_ and encourages me. I just have to not let stress get me to overeat. We will see how the winter goes.,I am sorry. What has really helped my friend has been not keeping any snacks in the house and cutting out most bread. HE really struggles with bread and sugar though.,3,3,3
3111,hit:3359_conv:6718,annoyed,annoy: I can't find another way to earn money,I just want to work from home,Well_comma_ we all want to work from home but it takes a lot of work and sweat to make that a reality for most of us,3,3,3
3113,hit:416_conv:832,sentimental,I was looking through some of my sons old toys_comma_ and I felt sentimental and couldn't give them away,Do not you hate when you have to give stuff away and then cannot? Well_comma_ that happened to me recently. I was going to give away some of my son's old toys_comma_ but started looking at then and realized that I need to keep them for no other reason than that I was being sentimental,That is too funny. You know_comma_ I am the exact same way.. I get so nostalgic with my old things. Can never throw them away!,3,3,3
3114,hit:688_conv:1377,furious,she got a job and a new car then suddenly I became unimportant. She would stay out until 3am with her new friend from work,jealous is not the one I felt. I wanted to rip her apart lol,Hahahaa_comma_ its not easy though_comma_ I would have done same,1,1,1
3119,hit:1544_conv:3088,ashamed,I thought I had study well enough to pass my exam. However_comma_ I did poorly. The worst in class.,I failed my English exam today miserably. The worst in class.,I am sure you are not the worst in the class_comma_ do not say that!,3,3,3
3120,hit:1257_conv:2514,grateful,My dog ran away and some kind person brought him back to me.,My dog ran away and some kind person brought him back to me,That is so awesome! So many times they do not come back.,3,3,3
3121,hit:5178_conv:10357,sad,I'm sad I didn't get the job I really wanted. I prepared and practiced interviewing for so long.,I am sad I did not get the job I really wanted and prepared for.,Oh no!  im sorry_comma_ I have been there before too many times.  Just know everything happens for a reason ,3,3,3
3122,hit:11868_conv:23737,disgusted,I went into the bathroom and saw that my roommate had forgotten to flush the toilet.,I went to the bathroom and walked in to a horror show.,Oh my_comma_ what did you see?  A mess I presume?,3,3,3
3124,hit:8353_conv:16707,devastated,i was crushed when i saw my dog had gotten loose,nope he is gone.,Oh no_comma_ I am sorry. Maybe he will come back,1,1,1
3125,hit:1759_conv:3519,angry,My sister always borrows money and never pays it back on time.,My sister always owes  me money,Does she? Do you want me to break her kneecaps for you?,2,2,3
3127,hit:2639_conv:5279,nostalgic,I went to the candy store near me for the first time_comma_ and it brought back all sorts of memories of my childhood. I had some really good times_comma_ and I was happy to remember them,Well_comma_ I do not own it :) But_comma_ it did remind me of when I was a kid and my friends and I would go to a candy shop every week,oh ok I understand ,1,1,1
3131,hit:9009_conv:18019,anxious,i have an appointment with the doctor on thursday and it has me so worried,i have an appointment with the doctor on thursday and it has me so worried,Oh no! Have you already had some tests or is this the first time?,3,3,3
3133,hit:10321_conv:20643,apprehensive,I have such a fear of heights.  So when my husband kindly bought me a skydiving voucher for my 30th birthday I was slightly anxious and uneasy.  I of course thought of the worst! I travelled up in the plane with the lovely instructors who of course tried everything in their power to reassure me but to no avail. I was so nervous and panicky.  However I am so glad I did it!  After the initial panic when we jumped_comma_ it was actually one of the most amazing experiences of my life!,I have such a fear of flying_comma_ so you can just imagine how I felt when my husband bought us a sky diving voucher for my 30th birthday! He was so excited and I was so nervous and uneasy.,He is a brave man. How was the experience?,3,3,3
3134,hit:10662_conv:21324,hopeful,When I was a kid_comma_ I went on a few trips to the Mountain for some snowboarding lessons_comma_ come Christmas time you bet I was just praying for a snowboard of my own.,When I was a kid_comma_ I went on a few trips to the Mountain for some snowboarding lessons_comma_ come Christmas time you bet I was just praying for a snowboard of my own,Did you ever get your own snowboard ? It looks like so much fun ! I see people on tv_comma_ where they are flying off mountain sides !,3,3,3
3136,hit:9746_conv:19492,annoyed,Nothing gets on my nerves more than stupid stubborn people. Stupid people still have hope_comma_ you can convince them if they are humble enough...but a stupid person with an ego is like trying to wash dishes with cat piss,Yes there has to be a balance,people need to learn and be humble honeslty,1,1,1
3141,hit:5918_conv:11837,furious,Last week at work_comma_ one of my coworkers took credit for a job that I had completed. I went straight to my manager to get it straightened out.,Last week_comma_ one of my coworkers took credit for a job I had completed. I had to get to the manager to get things straightened out.,I cannot believe your coworker would do that to you! Did your manager listen?,3,3,3
3143,hit:303_conv:606,surprised,My husband brought me a present for my birthday.  It was a iphone 8 and i love it,An iPhone 8! I sooo needed a new one_comma_ I have been using a 5 for years and it would barely hold a charge. I really like the 8.,I have an iphone7.,1,1,1
3146,hit:11903_conv:23806,devastated,My sister passed away in 2010. She had taken her own life and my mother and I found her after she did. It was very traumatic and painful for us_comma_ and all our family.,My sister passed away several years ago. She took her life_comma_ and my mother and I found her right after she did it. This was very painful_comma_ traumatic and hard for us all.,oh wow_comma_ how did your mother handle this_comma_ how did you handle it . i can only imagine the pain.,3,3,3
3147,hit:1098_conv:2197,impressed,It was impressive that Lebron left the cavs a second time,It was impressive that Lebron left the cavs a second time,Yes_comma_ I was happy he left.,1,1,1
3148,hit:4309_conv:8618,joyful,I am feeling happy I can afford what I need for the past few months. It's nice to be able to get something if you need it.,I am feeling happy I can afford what I need for the past few months.,That is good_comma_ have you been having trouble?,3,3,3
3149,hit:2997_conv:5995,embarrassed,I went out yesterday with a shirt that had a huge hole in the back. I didn't notice until a stranger pointed it out and I was so humiliated.,I went out yesterday with a shirt that had a huge hole in the back. I did not notice until a stranger pointed it out and I was so humiliated.,Lol. That sucks,1,1,1
3150,hit:2024_conv:4048,afraid,when i was going for an interview i had a crazy feeling,i had some weak feeling on my interview day,I am sorry_comma_ interviews can be rough. Was there a part of the interview day that you found especially difficult?,3,3,3
3152,hit:6070_conv:12140,nostalgic,I found an old R/C car I had from when I was a kid.,I found an old R/C car I had from when I was a kid.,thats pretty neat.  I think that might be worth a lot of money,3,3,3
3154,hit:1699_conv:3398,anxious,i get anxious when my girlfriend says we need to talk and then it turns out it's nothing big,"""She texts me all the time that we need to """"talk"""" and I am like concerned you know""",Have you spoke to her?,2,2,3
3155,hit:7872_conv:15745,content,Well_comma_ I've finally found my perfect restaurant/grocery store. I stopped by the other day and bought some food and couldn't have been more pleased with everything there!,I just enjoyed grocery shopping for the first time in a very long time. I have found my perfect restaurant/store and spent a very happy 44 mins or so wandering around it.,That is great! Did you get anything you are especially excited about? It is a restaurant and a store?,3,3,3
3158,hit:7435_conv:14870,disgusted,I saw a giant flying roach on the front porch.,More than an inch long.,That,1,1,1
3159,hit:11003_conv:22006,hopeful,My best friend is returning to college after an academic suspension.  I hope that this semester will be different since I'm taking the same classes as her.,My best friend is finally able to come back to school after an academic suspension. ,That is good! Was there a reason for the suspension?,3,3,3
3160,hit:8980_conv:17960,ashamed,I didn't pay my rent this month because I have some financial problems. The landlord have put a paper on a wall of the building notifying my neighbors that I didn't pay my rent. ,I am trying my best but I lost my job recently. Now_comma_ my neighbors are looking at me weirdly and some of them do not talk to me anymore. I feel bad about it.,Do not mind them_comma_ everyone has a tough time everynow and then. You will be okay,3,3,3
3161,hit:9380_conv:18760,excited,I am so ready for my birthday party.,I am so ready for my birthday party.,Happy Birthday to You! I love birthdays so much. Just recently celebrated by youngest daughter's 14th birthday on August 9th and my granddaughter's 4th birthday on August 10th. When is/was your birthday?,3,3,3
3162,hit:3104_conv:6209,annoyed,My cat threw up a hairball on my bed yesterday. I was so peeved at her.,I know! I was almost too afraid to pick it to throw it away.,Did you put the cat in time out?,1,1,1
3163,hit:838_conv:1677,jealous,My friend who lives in Los Angeles not only gets to live by the beach she can still somehow afford to go to Hawaii all the time.,It is nice at the beach_comma_ like 85 degrees. A cold day is 55_comma_ which are rare. I would like to move back but cannot ever imagine paying 2400 for renting a box.,i pay 160 euros a month for my apartament lol_comma_ 2400 is insanity tbh. and 85 degrees is like 30c D: that is so hot!,3,3,3
3165,hit:9270_conv:18540,sentimental,I live away from family_comma_ when ever i see kids on the roads. I think about mine,2 months once. I already miss them_comma_ while taking about it,Maybe video chat them a bit more_comma_ talk to them daily to let them feel your presence,3,3,3
3167,hit:8944_conv:17889,embarrassed,I accidentally left my phone at a restaurant.  I was able to get it back before it got stolen or lost,A few minutes after leaving_comma_ I was able to get it back,Thats so good_comma_ man I have done that a time of two.,3,3,3
3174,hit:775_conv:1551,disgusted,I ordered some chicken from a nearby restaurant the other day and it almost killed me.,I ordered some chicken the other day and I had ate some before I realized it was still pink.,Oh no! I would have been so disgusted! And mad!,2,2,3
3179,hit:12189_conv:24378,anticipating,I just ordered a new cookery book and I can't wait for it to arrive. I love to cook and will really enjoy trying out the recipes.,I just ordered a new cookery book and am eagerly awaiting its arrival. I want to delve in and try lots of new recipes!,I love cooking! What types of things do you like to cook?,3,3,3
3180,hit:2472_conv:4944,jealous,I was envious when a friend got a car I wanted. It just made me mad,It was a 4runner,thats cool,1,1,1
3186,hit:133_conv:267,jealous,I hate seeing new cars on the road. My car won't even move.,I am saving for a new one. I did not even have it a year.,Did it have any warranty when you bought it?,3,3,3
3187,hit:8537_conv:17075,afraid,I keep hearing noises outside my window. It sounds like scratching.,I do not know_comma_ it is just scratching so maybe it is just a raccoon.,Or a cat maybe?  Maybe you should look into installing those motion flood lights or something so that you feel safer when you are home alone.,3,3,3
3188,hit:2776_conv:5552,embarrassed,I had my t-shirt fly up in the wind and accidently flashed some people,I managed to accidently flash a dozen people,how did it turn out,1,1,1
3191,hit:7913_conv:15826,anticipating,Can't wait to go the movies tonight with my family_comma_ I love family movie night!,We are going to see Hotel Transylvania_comma_ I heard it was a great family movie.,It really is! I hope that you have a good time!,3,3,3
3192,hit:1649_conv:3299,terrified,I have to go to court soon for a drunk driving incident and I am so scared. What if I have to go to jail?,I have to go to court soon for a drunk driving incident and I am so scared. What if I have to go to jail?,You usually do not get that much jail time for drunk driving if it is your first incident. It should not be so bad_comma_ but hopefully it will make you more cautious in the future.,3,3,3
